code,caption_text
DBiQOMTK_Tv,"Before saying 'ciao Venice', there is something tourists visiting the city could be thinking of.
 
The popular tourist destination plans to extend its tourist entrance fee through next year.
 
Venice Mayor Luigi Brugnaro said the tax aims at helping the city fight with overtourism and ""give Venice the respect it deserves”.
 
The Italian city will also double the number of days it charges tourists for entering it - and if day trippers book ahead they will have to pay €5 (£4.17; $5.41). 
 
For last-minute visitors the fee would be €10 if they book less than four days in advance.
 
Tap the link in @bbcnews’s bio to find out who is exempt from the tax.
 
(📷 Getty Images)
 
#Venice #Tourism #BBCNews"
DBhd0mhx2OY,"It’s been over a decade since Donald Trump appeared on WWE. 
 
This summer at the Republican National Convention, Hulk Hogan ripped off his shirt to reveal a bright-red Trump 2024 tank top, shouting, “Let TrumpaMania run wild, brother!”
 
Since then, Trump has sat for interviews with wrestler-turned-media personality Tyrus and WWE legend Mark Calaway, known as The Undertaker.
 
Tap the link in @BBCNews’s bio to read how these former wrestling stars are backing his 2024 presidential campaign.
 
#USElection #BBCNews"
DBhR9ndtkDm,"Disposable vapes will be banned in England and Wales from June next year, the UK government has confirmed. 
 
Similar restrictions are expected in Northern Ireland, while the Scottish government has said the ban will now be delayed until 1 June to align with England and Wales.
 
Vaping among young people in England has increased, so does vape usage in the country with more than 9% of British public now buying and using it, according to the UK government.
 
The ban will not apply to rechargeable or refillable devices. 
 
Vaping is substantially less harmful than smoking, but it has not been around for long enough for its long-term risks to be known, according to the UK’s health service.
 
Tap the link in @bbcnews’s bio to find out why disposable vapes can pose a danger after they’re discarded into waste.
 
(Getty Images)
 
#Vaping #BBCNews"
DBhIOuPsJuN,"The Turkish government has said at least five people have been killed in an attack on aerospace company near Ankara.
 
Turkey has said it was a terrorist attack and launched strikes on armed separatists group the PKK in response.
 
According to the Turkish government, the strikes since Wednesday had killed 59 people. A Kurdish-led militia in Syria said 12 civilians died in the north and east of the country.
 
No group has claimed responsibility for the attack near Ankara.
 
Tap the link in @bbcnews’s for more on the story.
 
#Turkey #BBCNews"
DBg6hGgsWFF,"Mansfield legend Kevin Bird played over 450 times for the Stags as a no-nonsense defender through the 1970s and early 1980s. 

But his final years with his wife Sue were marred by grief and violence. 
 
He died last year, aged 70.
Kevin was initially diagnosed with Alzheimer's and depression in 2013, but his condition deteriorated as he forgot how to cook and do the gardening. 

He was sectioned in 2020.

Now, widows of former footballers and experts are calling for reduced heading of balls during the game. 

Tap the link in BBCNews's bio for more on the symptoms of chronic traumatic encephalopathy.

#Football #BBCNews"
DBg0JE-IvAa,"""Slightly disappointed."" 
 
That was the reaction from one woman who said she mistook the bright colourful lights of a nearby tomato factory for a Northern Lights display.
 
Dee Harrison, of Ipswich, England, uploaded photos to social media of what she believed was an aurora-style phenomenon.
 
The pictures, showing a pink and red glow, piqued the interest of hundreds of people, with many praising the ""impressive"" snaps - but all was not as it seemed.
 
Tap the link in @BBCNews's bio to see what's behind the factory's glow.
 
#NorthernLights #UK #BBCNews"
DBgtKzyM4Xv,"“Every monster usually has some kind of pathos and some kind of humanity.""
 
Film director Tim Burton said in the films he watched growing up ""humans were the ones who scared me"".
 
Burton is best-known for directing films such as Batman, Edward Scissorhands, Charlie and the Chocolate Factory and Alice in Wonderland.
 
He explained how as a child, he channelled his creativity into art and grew up watching classic horror movies and creature features which developed his love for monsters.
 
""It was very clear from King Kong to Frankenstein to Creature from the Black Lagoon that all the monsters were the most emotional,"" he said.
 
Tap the link in @BBCNews's bio to find out why Tim Burton avoids the internet.
 
#TimBurton #Halloween #BBCNews"
DBgY5eisrwb,"Authorities in India are evacuating nearly 1.5 million people from the path of an approaching cyclone.
 
Thousands of relief workers have been deployed to minimise damage from Cyclone Dana, which is expected to make landfall in the next 24 hours.

Transportation services have already been affected, with scores of trains and flights cancelled.

India's weather department has said a depression over the Bay of Bengal is expected to turn into a severe cyclonic storm by Thursday evening.

Tap the link in @BBCNew's bio to find out what areas are affected. 

(📷 Reuters/ EPA)

#India #Weather #Cyclone #BBCNews"
DBgPKE9sXab,"Drivers stopped their cars to watch a dust tornado and lightning in the United Arab Emirates.
 
The spectacle was captured on camera near the town of Sharjah.
 
Tap the link in @BBCNews's bio for the latest news from the UAE.
 
#Weather #UAE #BBCNews"
DBf_dtuNg8a,"Tarzan star Ron Ely, best known for playing the role in the 1960s TV show, has died aged 86.

""The world has lost one of the greatest men it has ever known - and I have lost my dad,"" the actor's daughter, Kirsten Casale Ely, said.

Tarzan originally aired on NBC television network from 1966 to 1968, during which time the actor broke a number of bones and was reported to have been attacked by animals while performing his own stunts.

After retiring from acting in 2001, Ely became an author and published two mystery novels.

Tap the link in @BBCNews's bio to find out more about the actor's life.

(📷 Getty)

#Tarzan #BBCNews"
DBetBKus7Om,"A pizza shop in Germany was raided by police after allegedly serving cocaine as part of a meal deal.
 
The investigation lead to police uncovering a wider drug ring across western areas of the country.
 
Tap the link in @BBCNews’s bio to read more about the end of the number 40 combo.
 
#Pizza #Germany #BBCNews"
DBeljAUsiRm,"The Amazon has had its worst forest fires in two decades. 
 
More than 62,000 square kilometres have been burned this year already – an area bigger than countries like Sri Lanka or Costa Rica.
 
Many fires encroach on protected reserves or indigenous land, either by accidentally getting out of hand, or set by people as deliberate attempts to grab land.
 
The fires may be mostly started by humans, but they have been made worse by Brazil’s worst-ever drought, which has turned the normally damp vegetation into a dry tinderbox.
 
Tap the link in @BBCNews’s bio to read how the drought is impacting indigenous communities in the Amazon.
 
#Brazil #Amazon #BBCNews"
DBeW6NtpByf,"A mystery buyer has paid £3.4m ($4.4m) for a ball hit by Shohei Ohtani for his 50th home run of the Major League Baseball season.
 
It's the most a sports ball has ever fetched at auction.

The Los Angeles Dodgers superstar recently became the first player in baseball history to hit 50 home runs and steal 50 bases in a single season during his side's match against the Miami Marlins.

Tap the link in @BBCNews's bio to read why an 18-year-old baseball fan has filed a legal claim over Ohtani's ball. 

(📸 Getty)

#ShoheiOhtani #Baseball #BBCNews"
DBeMO89PUGo,"""It’s going to happen.”

British actor Idris Elba has told the BBC about his plans to relocate to Africa, in order to support the continent’s movie industry.

The Wire star is behind projects to build a film studio on the Tanzanian islands of Zanzibar as well as one in the Ghanaian capital, Accra.

“I think [I’ll move] in the next five, 10 years, God willing,” he said.

“I’m here to bolster the film industry - that is a 10-year process - I won’t be able to do that from overseas. I need to be in-country, on the continent.”

Born in London, Elba, whose mother is from Ghana and father from Sierra Leone, says it is vital that Africans get to tell their own stories.

Tap the link in @BBCNews's bio to read where in Africa he plans to live.

(📷 Getty)

#Africa #IdrisElba #BBCNews"
